_id,review,lem_review
65496e562042bfa2da026d87,so great to eat here service wa sensational with food to match prompt delivery of beautiful food i have been here for night and would highly recommend this place shout out to ryan who ha been exceptional in his attention,so great to eat here service wa sensational with food to match prompt delivery of beautiful food i have been here for night and would highly recommend this place shout out to  who ha been exceptional in his attention
65496e562042bfa2da026d88,very good service nice ambiance and amazing food i m here for one night only but i recommend it to anyone coming to sa thanks ryan,very good service nice  and amazing food i m here for one night only but i recommend it to anyone coming to sa thanks 
65496e562042bfa2da026d89,ryan wa our server we appreciated his honesty his energy and his attentiveness he made the experience that wa already amazing the decor the food the overall vibe even better he wa clear about his recommendation on the menu and never tried to sell u anything this is our first time in san francisco and this experience really illustrated for u that it would not be our last pescatore s location to be fair we were staying in the zoe relative to the fisherman s wharf wa perfect even on a rainy cool evening more, wa our server we  his honesty his energy and his attentiveness he made the experience that wa already amazing the  the food the overall  even better he wa clear about his recommendation on the menu and never tried to sell u anything this is our first time in san  and this experience really  for u that it would not be our last  s location to be fair we were  in the  relative to the fisherman s wharf wa perfect even on a rainy cool evening more
65496e562042bfa2da026d8a,ryan ha been the waiter when i have came to pescatore for breakfast and dinner food ha been wonderful along with service, ha been the waiter when i have came to  for breakfast and dinner food ha been wonderful along with service
65496e562042bfa2da026d8b,great food friendly and attentive staff close to fisherman s wharf and pier to take a stroll also attached to hotel zoe where they will give you a daily credit when you dine,great food friendly and attentive staff close to fisherman s wharf and pier to take a stroll also attached to hotel  where they will give you a daily credit when you dine
65496e562042bfa2da026d8c,the food wa amazing and jos wa extremely nice we completely recommend that place perfect for group too,the food wa amazing and  wa extremely nice we completely recommend that place perfect for group too
65496e562042bfa2da026d8d,this pizza and basic italian food restaurant is pleasant enough the food is good and drink too except it just hideous value for money x basic pizza wine and draught beer is sorry that is just obscene and really poor value for money more,this pizza and basic  food restaurant is pleasant enough the food is good and drink too except it just hideous value for money x basic pizza wine and draught beer is sorry that is just obscene and really poor value for money more
65496e562042bfa2da026d8e,i got the ginger salad with coconut rice delivered i wa hoping there wa more of a sauce but the ginger juice and lemon for squeezing made it moist and flavorful enough when i mixed it all together it wa more than spicy enough with the jalapeos so i wa glad i didnt order the hot sauce be careful to make sure the garlic get spread out it wa more expensive than i would normally expect but it the bay area more,i got the ginger salad with coconut rice  i wa  there wa more of a sauce but the ginger juice and lemon for squeezing made it moist and flavorful enough when i mixed it all together it wa more than spicy enough with the  so i wa glad i didnt order the hot sauce be careful to make sure the garlic get spread out it wa more expensive than i would normally expect but it the bay area more
65496e562042bfa2da026d8f,this restaurant ha a comfortable environment and great food we thoroughly enjoyed our dining experience would definitely return if we visit oakland again,this restaurant ha a comfortable environment and great food we thoroughly  our dining experience would definitely return if we visit  again
65496e562042bfa2da026d90,we have our favorite dish here and always order to go i not that they have a well established parklette outside and they have created more space inside people wait for table and there is a big delivery service the quality wa good price are way up more,we have our favorite dish here and always order to go i not that they have a well established  outside and they have  more space inside people wait for table and there is a big delivery service the quality wa good price are way up more
65496e562042bfa2da026d91,we had been earlier to the burma superstar restaurant at san francisco and enjoyed their cuisine very much this time we tried out their outlet at oakland the place wa crowded a usual but we could manage to get seat without prior reservation even during a long weekend for dinner for appetizer we ordered rangoon mule a good cocktail alongwith zedi mango lassi and s p chicken plus their special tea leaf salad for main course we selected chicken fresh mint jasmine rice with veg curry and plain garlic noodle all the item were tasty and service very courteous noise level wa high a usual with this restaurant more,we had been  to the   restaurant at san  and  their cuisine very much this time we tried out their outlet at  the place wa crowded a usual but we could manage to get seat without prior reservation even during a long weekend for dinner for appetizer we ordered  mule a good cocktail   mango  and s p chicken plus their special tea leaf salad for main course we selected chicken fresh mint jasmine rice with  curry and plain garlic noodle all the item were tasty and service very courteous noise level wa high a usual with this restaurant more
65496e562042bfa2da026d92,creative dish for example the salad have lot of ingredient some of the ingredient were new to me but it s all good,creative dish for example the salad have lot of ingredient some of the ingredient were new to me but it s all good
65496e562042bfa2da026d93,umm next time i m here i will grab myanmar samusa from this restaurant i like it more than other restaurant, next time i m here i will grab   from this restaurant i like it more than other restaurant
65496e562042bfa2da026d94,we ordered take out on line some of our favorite dish and they all were good everything wa ready on time and fairly hot when i got it home they have a good menu,we ordered take out on line some of our favorite dish and they all were good everything wa ready on time and fairly hot when i got it home they have a good menu
65496e562042bfa2da026d95,we ordered takeout from the telegraph avenue location it a little difficult to find because it is tiny and with an almost invisible sign but the dish we got once we picked up our order were really great the samosa salad wa unique any of the noodle dish are wonderful and since we are vegetarian we were delighted with all the great veggie option including top quality tofu tip be sure to order some of the coconut rice it is flavorful and go well with any of the dish another tip you can select your spiciest level and we picked mild and we were not disappointed more,we ordered  from the telegraph avenue location it a little difficult to find because it is tiny and with an almost invisible sign but the dish we got once we picked up our order were really great the  salad wa unique any of the noodle dish are wonderful and since we are vegetarian we were delighted with all the great  option  top quality tofu tip be sure to order some of the coconut rice it is flavorful and go well with any of the dish another tip you can select your  level and we picked mild and we were not disappointed more
65496e562042bfa2da026d96,been here before and there is a reason why we keep coming back quality food and signature dish although the platha wa not available today due to employment shortage which we understand quality food and good service well be back,been here before and there is a reason why we keep coming back quality food and signature dish although the  wa not available today due to employment shortage which we understand quality food and good service well be back
65496e562042bfa2da026d97,it s only been a day or two since the governor of california lifted many of the cobid restriction we ve lived with for lo these many month infection rate are down hospitalization rate are down many people are vaccinated and we can see the beginning of the end of this long long period of isolation and separation from the restaurant we love but we are not entirely out of the wood yet dangerous mutant variant are surging in some part of the world child under are not yet eligible for vaccination and some adult haven t been vaccinated yet some of those eligible are being misled by dishonest messaging in fact the vaccine is safe effective and protective not only of those taking the vaccine but also the people around them including child and adult who have solid medical reason for not being vaccinated this is why i am so appreciative of the effort burma superstar continues to make to keep everyone safe staff wear mask table are separated there is both indoor and outdoor dining available this all mean extra work on the part of the staff they have to trek the full length of the dining room across the sidewalk and out onto what wa once the street to serve those outdoors they are still managing a large volume of to go order and pick ups and yet the food is just a good a i remember it flavorful savory generous and handsomely plated and the staff are courteous and friendly thank you more,it s only been a day or two since the governor of   many of the  restriction we  lived with for lo these many month infection rate are down hospitalization rate are down many people are  and we can see the beginning of the end of this long long period of isolation and separation from the restaurant we love but we are not entirely out of the wood yet dangerous mutant variant are surging in some part of the world child under are not yet eligible for vaccination and some adult haven t been  yet some of those eligible are being misled by dishonest  in fact the vaccine is safe effective and protective not only of those taking the vaccine but also the people around them  child and adult who have solid medical reason for not being  this is why i am so appreciative of the effort    to make to keep everyone safe staff wear mask table are  there is both indoor and outdoor dining available this all mean extra work on the part of the staff they have to trek the full length of the dining room across the sidewalk and out onto what wa once the street to serve those outdoors they are still  a large volume of to go order and pick  and yet the food is just a good a i remember it flavorful savory generous and handsomely plated and the staff are courteous and friendly thank you more
65496e562042bfa2da026d98,we placed our on line order at and requested that the food be ready for pick up at i received a text at stating that the food wa being prepared so i could tell they were way ahead of schedule they i received a text at that the food wa ready for pick up they obviously ignored or request and their system for an pick up when i arrived at the restaurant there were a dozen delivery people waiting for food and one server very slowly handing over bag of food from the dozen or so bag sitting on the bar eventually he gave me my food now very cold when i asked him why the food wa ready so early at when i asked for he aggressively and rudely said i don t know we won t be back there are alternative burmese restaurant nearby more,we  our on line order at and  that the food be ready for pick up at i received a text at  that the food wa being prepared so i could tell they were way ahead of schedule they i received a text at that the food wa ready for pick up they obviously  or request and their system for an pick up when i  at the restaurant there were a dozen delivery people waiting for food and one server very slowly  over bag of food from the dozen or so bag sitting on the bar eventually he gave me my food now very cold when i  him why the food wa ready so early at when i  for he aggressively and rudely said i don t know we won t be back there are alternative  restaurant nearby more
65496e562042bfa2da026d99,we ordered entree and all were delicious really nice blend of spice and food combination waitstaff wa wonderful and informative definitely will dine here again,we ordered entree and all were delicious really nice blend of spice and food combination  wa wonderful and informative definitely will dine here again
65496e562042bfa2da026d9a,this place is booming in spite of the pandemic driver for delivery service are crowded outside me i ordered on line and come to take out the dish were all good not fabulous but good price are indeed a bit high but the menu is unusual busy place more,this place is booming in spite of the pandemic driver for delivery service are crowded outside me i ordered on line and come to take out the dish were all good not fabulous but good price are indeed a bit high but the menu is unusual busy place more
65496e562042bfa2da026d9b,this wa a shocking disappointment and expensive we got three dish delivered green pea shoot leaf small samosa and garlic noodle tax service fee and tip included in this no delivery charge from doordash very very little chicken in the garlic noodle very few garnish like vegetable just a big pile of flat noodle we threw them out after eating some searching for chicken the four samosa and the pea shoot were ok but a the dish averaged about each when you count the extra change wow never again and they are taking advantage of not being face to face with the customer no one eating this in their restaurant would have thought this wa a decent meal for the price more,this wa a shocking disappointment and expensive we got three dish  green pea shoot leaf small  and garlic noodle tax service fee and tip included in this no delivery charge from  very very little chicken in the garlic noodle very few garnish like vegetable just a big pile of flat noodle we threw them out after eating some searching for chicken the four  and the pea shoot were  but a the dish  about each when you count the extra change wow never again and they are taking advantage of not being face to face with the customer no one eating this in their restaurant would have thought this wa a decent meal for the price more
65496e562042bfa2da026d9c,i keep thinking this place will be great i ve gone both here and the one in alameda three or four time the food is good enough but nothing a my mother used to say to write home about some interesting dish but prepared hurriedly for the crowded environs more,i keep thinking this place will be great i  gone both here and the one in alameda three or four time the food is good enough but nothing a my mother used to say to write home about some interesting dish but prepared hurriedly for the crowded environs more
65496e562042bfa2da026d9d,wow wow and more wow wa recommended by a local and wa absolutely blown away by the style the food quality the tremendous service that wa genuinely friendly and professional at the same time the trolley and tray offer style of service is executed to perfection and every dish we tried wa just brilliant no wonder it wa packed on a midweek evening and hold all the accolade it doe more,wow wow and more wow wa  by a local and wa absolutely blown away by the style the food quality the tremendous service that wa genuinely friendly and professional at the same time the trolley and tray offer style of service is executed to perfection and every dish we tried wa just brilliant no wonder it wa  on a midweek evening and hold all the accolade it doe more
65496e562042bfa2da026d9e,me and my boyfriend had a lovely dinner here the dim sum style wa really fun and you got to see the food before choosing to order it or not the staff wa very friendly and the service wa good price were reasonable would definitely recommend favourite meal i had while in san francisco more,me and my  had a lovely dinner here the dim sum style wa really fun and you got to see the food before choosing to order it or not the staff wa very friendly and the service wa good price were reasonable would definitely recommend  meal i had while in san  more
65496e562042bfa2da026d9f,our experience wa relatively poor and my wife wouldve given it star rather than good thing the food is tasty with a good range of choice and price and generally ok price but see below there is also a decent interesting wine list bad thing while the food is good it not innovative or impressive enough to warrant a michelin star further the quail is marketed a piece or piece but the reality is that the piece portion is one breaded piece chopped into two this struck u a a bit cheeky particularly for we waited an hour for the mushroom toast which only emerged after we asked a few different server it not being clear who wa actually responsible for our cover which wa frustrating throughout the meal when it emerged the toast wa tepid they offered to remake the dish but we had finished our meal and wine by that stage and didnt want to hang around for another indeterminate period of time the alternative offer wa to eat it a is which my wife accepted a we were somewhat hungry but then the plate wa cleared away more generally the service wa a bit smug which didnt come across well given the various flaw in the meal and service we expressed our concern which were listened to and the quail wa removed from the bill and a dessert wa brought instead of the toast we appreciated this but frankly wed rather that they had provided what we had asked for and were happy to pay for you shouldnt have this many qualm with a michelin starred restaurant so it hard to believe that the error were particularly unusual given how many there were they said a few time that they are normally better than this but obviously that provides cold comfort when youre out for a celebratory meal or indeed any meal of this price and purported calibre more,our experience wa relatively poor and my wife  given it star rather than good thing the food is tasty with a good range of choice and price and generally  price but see below there is also a decent interesting wine list bad thing while the food is good it not innovative or impressive enough to warrant a  star further the quail is  a piece or piece but the reality is that the piece portion is one  piece chopped into two this struck u a a bit cheeky particularly for we  an hour for the mushroom toast which only  after we  a few different server it not being clear who wa actually responsible for our cover which wa  throughout the meal when it  the toast wa tepid they  to remake the dish but we had finished our meal and wine by that stage and didnt want to  around for another indeterminate period of time the alternative offer wa to eat it a is which my wife accepted a we were somewhat hungry but then the plate wa  away more generally the service wa a bit smug which didnt come across well given the various flaw in the meal and service we expressed our concern which were  to and the quail wa removed from the bill and a dessert wa brought instead of the toast we  this but frankly wed rather that they had provided what we had  for and were happy to pay for you shouldnt have this many qualm with a  starred restaurant so it hard to believe that the error were particularly unusual given how many there were they said a few time that they are normally better than this but obviously that  cold comfort when  out for a celebratory meal or indeed any meal of this price and  calibre more
65496e562042bfa2da026da0,this place ha it all bold and exciting food flavor attentive service and a unique dining experience dim sum style with waiter bringing around dish throughout the night great balance of vegetable and fruit based course meat dish bread etc we never felt rushed or pressured it wa just fun they were attentive to dietary concern a well more,this place ha it all bold and exciting food flavor attentive service and a unique dining experience dim sum style with waiter  around dish throughout the night great balance of vegetable and fruit based course meat dish bread  we never felt rushed or  it wa just fun they were attentive to dietary concern a well more
65496e562042bfa2da026da1,this could be my favorite restaurant in sf we were so impressed by the quality of the food the ambiance the cool way they served the food mixed of ordering off the menu and dim sum cart and getting to chat with the fellow diner that sat near u on the bar the service wa fantastic we had peter officially but another young woman with a nose ring wa equally awesome some favorite dish were state bird provision all of the vegetbales asparagas salad pea et al the clam the ricotta pancake and the steak toast recommend the ice cream sandwich for dessert a well we will be back for sure thanks allmore,this could be my favorite restaurant in  we were so  by the quality of the food the  the cool way they  the food mixed of  off the menu and dim sum cart and getting to chat with the fellow diner that sat near u on the bar the service wa fantastic we had peter officially but another young woman with a nose ring wa equally awesome some favorite dish were state bird provision all of the   salad pea  al the clam the  pancake and the steak toast recommend the ice cream sandwich for dessert a well we will be back for sure thanks 
65496e562042bfa2da026da2,our family of four including two teen really enjoyed the state bird provision experience almost everything we tasted wa excellent but the standouts were consistently the vegetable dish crispy brussel sprout beet with pistachio silky black mushroom served in a way we had never tasted before ironically the only dish we really felt meh about wa the state bird dish itself which wa over breaded and a bit dry we opted for very few ordering item preferring to catch cart a they went by adding to the fun the teen loved it sure the place is crowded and noisy but that is largely because the food is excellent and people are excited about the food and to share in a manner we don t see in most restaurant we would absolutely come again more,our family of four  two teen really  the state bird provision experience almost everything we tasted wa excellent but the  were consistently the vegetable dish crispy  sprout beet with pistachio silky black mushroom  in a way we had never tasted before ironically the only dish we really felt  about wa the state bird dish itself which wa over  and a bit dry we  for very few  item  to catch cart a they went by  to the fun the teen  it sure the place is crowded and noisy but that is largely because the food is excellent and people are excited about the food and to share in a manner we don t see in most restaurant we would absolutely come again more
65496e562042bfa2da026da3,the concept is neat but we found the food to be extremely sub par so i wouldnt say it wa a great place to eat the service wa also only so so we had to ask to see a menu to see what food had not been brought aroundmore,the concept is neat but we found the food to be extremely sub par so i wouldnt say it wa a great place to eat the service wa also only so so we had to ask to see a menu to see what food had not been brought 
65496e562042bfa2da026da4,duck liver mousse wa outstanding and the brisket dumpling were also quite good smoked trout wa good a well a lamb tartare the commandables or larger plate fell apart a bit the quail for which the place is named wa terrible breading wa very thick and clumsy and the whole thing wa tough a nail i wish i had known yuba wa tofu skin my mistake it tasted like tofu skin so there you go the steak wa the one bright spot of the larger plate wine were interesting and while perhaps a touch pricey for what they are aren t unreasonable overall a bit meh more,duck liver mousse wa outstanding and the brisket dumpling were also quite good smoked trout wa good a well a lamb  the  or  plate fell apart a bit the quail for which the place is  wa terrible  wa very thick and clumsy and the whole thing wa tough a nail i wish i had known  wa tofu skin my mistake it tasted like tofu skin so there you go the steak wa the one bright spot of the  plate wine were interesting and while perhaps a touch  for what they are  t unreasonable overall a bit  more
65496e562042bfa2da026da5,it all hype for a restaurant that is always booked and almost impossible to secure a reservation we had really high expectation a you walk in the open kitchen look great but after you are seated at your table the place ha no atmosphere felt like a cafeteria the food wa hit or miss we had item and only liked of them the duck liver mousse and lamb dumpling were very good rest of it wa blah felt like trying too hard by mixing ingredient that really didnt do it for u and there are much better place in san francisco where you can spend p p and have a much better meal and experience more,it all  for a restaurant that is always booked and almost impossible to secure a reservation we had really high expectation a you walk in the open kitchen look great but after you are seated at your table the place ha no atmosphere felt like a cafeteria the food wa hit or miss we had item and only  of them the duck liver mousse and lamb dumpling were very good rest of it wa blah felt like trying too hard by  ingredient that really didnt do it for u and there are much better place in san  where you can spend p p and have a much better meal and experience more
65496e562042bfa2da026da6,the food wa delicious the starter were excellent we ordered albacore squid and cauliflower all wa delicious the star dish wa the fried quail and the steak we enjoyed the evening the noise level is high,the food wa delicious the starter were excellent we ordered albacore squid and cauliflower all wa delicious the star dish wa the fried quail and the steak we  the evening the noise level is high
65496e562042bfa2da026da7,it wa october and we had a reservation at the patio the food wa actually so so our friend who took u there wa also disappointed you can hardly find any squid in a charred squid salad see photo and the service our server claimed he s the assistant general manager he totally forgot about my husband s second glass of wine when asked not apologizing assistant general manager when he took off for his break without telling u the person who took over briefly told u he s the manager i guess there s no real server working here in any case not impressed at all with the food and the service more,it wa  and we had a reservation at the patio the food wa actually so so our friend who took u there wa also disappointed you can hardly find any squid in a  squid salad see photo and the service our server  he s the assistant general manager he totally forgot about my husband s second glass of wine when  not  assistant general manager when he took off for his break without telling u the person who took over briefly told u he s the manager i guess there s no real server working here in any case not  at all with the food and the service more
65496e562042bfa2da026da8,disappointed i went to this place with huge expectation based on the good review it ha the reality is that the proportion are minimum example bird provision one of the best dish are just tiny little chicken wing the price above dollar and this are not the best wing in my life for sure ordered another dumpling with one really small dumpling for another buck total it wa buck and i wa not gonna be ordering more little proportion to get to a check went to another restaurant instead more,disappointed i went to this place with huge expectation based on the good review it ha the reality is that the proportion are minimum example bird provision one of the best dish are just tiny little chicken wing the price above dollar and this are not the best wing in my life for sure ordered another dumpling with one really small dumpling for another buck total it wa buck and i wa not  be  more little proportion to get to a check went to another restaurant instead more
65496e562042bfa2da026da9,we booked this ahead figuring that you can t go wrong with a michelin noted restaurant the food wa good and well blended flavor but definitely not the experience we had hoped our favorite of the night wa the sauerkraut pancake sound weird right i assure you this is s a must try this starter for u though wa the highlight of the meal duck dumpling and the whole game bird were well prepared but were not seasoned a well a anticipated and the side were average we had several better meal on this trip from far le expectation and price more,we booked this ahead  that you can t go wrong with a  noted restaurant the food wa good and well blended flavor but definitely not the experience we had hoped our favorite of the night wa the sauerkraut pancake sound weird right i assure you this is s a must try this starter for u though wa the highlight of the meal duck dumpling and the whole game bird were well prepared but were not seasoned a well a  and the side were average we had several better meal on this trip from far  expectation and price more
65496e562042bfa2da026daa,the restaurant itself is very casual and plain they are not currently doing the dim sum presentation but the food on the menu is out of this world we had quail egg trout and chip lamb meatball and the signature quail dish they were all done in a unique fashion with scrumptious flavor every thing is to share more,the restaurant itself is very casual and plain they are not currently doing the dim sum presentation but the food on the menu is out of this world we had quail egg trout and chip lamb  and the signature quail dish they were all done in a unique fashion with scrumptious flavor every thing is to share more
65496e562042bfa2da026dab,we like to hit a michelin star restaurant on our travel and state bird provision came across our attention in an article titled something like the most affordable michelin star restaurant in america lucky for u it is located in san francisco where we were headed in a month s time then the question became were they open they were in fact open and taking reservation fyi a of this writing early may there seem to be two san franciscos right now the tourist one and the resident one in the tourist one you can hear the grass grow not even the cable car are running in the resident one like on a weeknight at state bird provision the place wa full with local having a great night out ok to the detail the buzz wa casual while the service wa smart and attentive by the staff our server wa great and gave good advice on question we asked the food wa mostly delicious my one reservation wa the overwhelming use of poppy seed on the buckwheat pancake it spoiled the dish a all you could taste wa the strong poppy seed flavor and the actual seed interfered with the subtlety of the other element don t let that dissuade you the meal wa worth it rely on your server a well help in your selection my favorite dish i d have to say the brown butter cake for dessert accompanying photo the menu the garlic fry bread black sesame duck dumpling the remains of the april cover bird the quail sorry forget a before picture a they were too good to wait to tuck into and the brown butter cake with chocolate cinnamon mousse strawberry and buckwheat ginger right more,we like to hit a  star restaurant on our travel and state bird provision came across our attention in an article titled something like the most affordable  star restaurant in  lucky for u it is  in san  where we were headed in a month s time then the question  were they open they were in fact open and taking reservation  a of this writing early may there seem to be two san  right now the tourist one and the resident one in the tourist one you can hear the grass grow not even the cable car are running in the resident one like on a  at state bird provision the place wa full with local  a great night out  to the detail the buzz wa casual while the service wa smart and attentive by the staff our server wa great and gave good advice on question we  the food wa mostly delicious my one reservation wa the overwhelming use of poppy seed on the buckwheat pancake it spoiled the dish a all you could taste wa the strong poppy seed flavor and the actual seed  with the subtlety of the other element don t let that dissuade you the meal wa worth it rely on your server a well help in your selection my favorite dish i d have to say the brown butter cake for dessert  photo the menu the garlic fry bread black sesame duck dumpling the remains of the  cover bird the quail sorry forget a before picture a they were too good to wait to tuck into and the brown butter cake with chocolate cinnamon mousse strawberry and buckwheat ginger right more
65496e562042bfa2da026dac,great fresh sushi delicious appetizer shishitos and eggplant is unbelievably yummy warm mushroom salad wa pretty good but not a good a the shishitos had a few roll scallop and soft shell crab both excellent atmosphere is fine cozy space not on or with a view of the water but right off and very near prime bridgeway st in sausalito reasonable price and good food and efficient service cant really ask for much more go more,great fresh  delicious appetizer  and eggplant is unbelievably yummy warm mushroom salad wa pretty good but not a good a the  had a few roll scallop and soft shell crab both excellent atmosphere is fine cozy space not on or with a view of the water but right off and very near prime bridgeway st in  reasonable price and good food and efficient service cant really ask for much more go more
65496e562042bfa2da026dad,excellent top quality sushi no question one of the best sushi place in the sf area unfortunately quite disappointing service we had a late reservation but why beeing seated at a very unpleasant table getting the impression we d better leave we are sushi lover but canceled our reservation for the next day more,excellent top quality  no question one of the best  place in the  area unfortunately quite disappointing service we had a late reservation but why  seated at a very unpleasant table getting the impression we d better leave we are  lover but  our reservation for the next day more
65496e562042bfa2da026dae,we always come back to sushi ran when we visit the bay area always outstanding food service and sake one of the best i know never disappointing,we always come back to  ran when we visit the bay area always outstanding food service and sake one of the best i know never disappointing
65496e562042bfa2da026daf,this place is amazing the food wa delicious i highly recommend the sushi and eggplant appetizer the eggplant had a honey miso glaze,this place is amazing the food wa delicious i highly recommend the  and eggplant appetizer the eggplant had a honey  glaze
65496e562042bfa2da026db0,went there with my vegetarian daughter on our trip to sf great service really good food and everything s vegetarian even the chicken satays the neighbourhood is not that great so the restaurant buzz you in,went there with my vegetarian daughter on our trip to  great service really good food and everything s vegetarian even the chicken  the  is not that great so the restaurant buzz you in
65496e562042bfa2da026db1,very good but a little pricey sushi good location on restaurant row in sausalito we showed up without a reservation on a tuesday night and were able to seat u immediately inside lot of outdoor table but they were filled would have been nice but we were walk in nice staff and friendly i had piece of sushi and a spicy tuna roll spouse had a an avocado tuna roll more,very good but a little   good location on restaurant row in  we  up without a reservation on a  night and were able to seat u immediately inside lot of outdoor table but they were filled would have been nice but we were walk in nice staff and friendly i had piece of  and a spicy tuna roll spouse had a an avocado tuna roll more
65496e562042bfa2da026db2,we had reserved for a birthday dinner for two via opentable we were seated in the allay between the two building with considerable traffic the food arrived a bit out of sequence the sushi wa good but not great the cod wa excellent,we had reserved for a birthday dinner for two via  we were seated in the allay between the two building with considerable traffic the food  a bit out of sequence the  wa good but not great the cod wa excellent
65496e562042bfa2da026db3,our hotel in sausalito the inn above the tide see review recommended this restaurant to u indicating that it wa known to be one of the best sushi restaurant in california while i can t speak to that the food wa excellent i started off with the organic awase miso soup with clam and then moved on to a selection of sushi piece and a poke roll my wife not a fish eater had the miyazaki wagyu which wa also superb our waiter recommended an excellent japanese whiskey for me i finished off with a scoop each of black sesame and coconut ice cream both very good our waiter wa attentive throughout the evening offering suggestion when asked and seemed truly knowledgeable about the menu i ll be back the next time i am in town more,our hotel in  the inn above the tide see review  this restaurant to u  that it wa known to be one of the best  restaurant in  while i can t speak to that the food wa excellent i  off with the organic   soup with clam and then  on to a selection of  piece and a poke roll my wife not a fish eater had the   which wa also superb our waiter  an excellent  whiskey for me i finished off with a scoop each of black sesame and coconut ice cream both very good our waiter wa attentive throughout the evening offering suggestion when  and  truly knowledgeable about the menu i  be back the next time i am in town more
65496e562042bfa2da026db4,we dined in may and made a reservation for a table on the outdoor patio the restaurant is just off the main street which made it a very tranquil dining spot the food wa beautifully presented and of very high quality i especially appreciated all of the unique handmade dish the food wa served on i highly recommend dining here more,we  in may and made a reservation for a table on the outdoor patio the restaurant is just off the main street which made it a very tranquil dining spot the food wa beautifully  and of very high quality i especially  all of the unique handmade dish the food wa  on i highly recommend dining here more
65496e562042bfa2da026db5,bentobox is the best value lunch in marin miso soup sushi salad choice of salmon chicken and rice unbeatable, is the best value lunch in   soup  salad choice of salmon chicken and rice unbeatable
65496e562042bfa2da026db6,althoigh i travel a lot and get to sample some amazing sushi this ha to be one of my favourite excellent selection of the freshest and rarest ingredient make for an unforgwttable experience over the year this once tiny restaurant ha expanded into the premise nextdoor and now offer ample seating still reservation are needed a this is not just my favourite restaurant more, i travel a lot and get to sample some amazing  this ha to be one of my  excellent selection of the  and  ingredient make for an  experience over the year this once tiny restaurant ha expanded into the premise  and now offer ample seating still reservation are  a this is not just my  restaurant more
65496e562042bfa2da026db7,i m a sushi fanatic and have had sushi in many place around the country and a few around the world this is up there with the best in taste luckily i had family who live in the area and when i visited them they recommended this a the best and they were right double triple quadruple yum more,i m a  fanatic and have had  in many place around the country and a few around the world this is up there with the best in taste luckily i had family who live in the area and when i  them they  this a the best and they were right double triple quadruple  more
65496e562042bfa2da026db8,ordered to go of almost everything on the menu we got there around pm on a saturday there were couple party before me for sit down dinner the hostess took care of them i took a peek of the inside and wish i wa staying for dinner it is so cozy and nice our order wa prepared and ready to go everything wa top notch from the presentation to the packaging to the flavor and freshness of the sashimi and sushi roll more,ordered to go of almost everything on the menu we got there around  on a  there were couple party before me for sit down dinner the hostess took care of them i took a peek of the inside and wish i wa  for dinner it is so cozy and nice our order wa prepared and ready to go everything wa top notch from the presentation to the  to the flavor and freshness of the  and  roll more
65496e562042bfa2da026db9,if youre into sushi definitely go here if you are a beginner sushi person and like other alternative im not sure that this place would be my number one i wa a bit surprised by the very high rating it wa good but didnt blow me away my husband struggled to find something on the menu that he loved the staff wa very kind though and made u feel special a we were celebrating an anniversary more,if  into  definitely go here if you are a beginner  person and like other alternative  not sure that this place would be my number one i wa a bit  by the very high rating it wa good but didnt blow me away my husband  to find something on the menu that he  the staff wa very kind though and made u feel special a we were  an anniversary more
65496e562042bfa2da026dba,stopped in for a quick lunch we presented our covid vaccine card and id to get in in that all the restaurant we had been to in san francisco wanted to see them instead of a thank you for being so efficient we got a sarcastic that is more information than i need and we don t check here we were then led to a table in full sunlight and i asked if we could have another she mumbled something about needing to check the reservation book and left after having seated two other party she came back and gave u another table mind you it wa and close at and the place wa almost empty so not so sure what the big deal wa we ordered the teriyaki chicken which wa mediocre at best and i had the assorted sushi which wa a let down the fish wa roughly cut the sushi rice wa warm and it really looked a if no care wa taken in preparing it we also had some tempura shrimp and a coke the total bill came to just under not worth it in my opinion more,stopped in for a quick lunch we  our covid vaccine card and id to get in in that all the restaurant we had been to in san   to see them instead of a thank you for being so efficient we got a sarcastic that is more information than i need and we don t check here we were then led to a table in full sunlight and i  if we could have another she  something about needing to check the reservation book and left after  seated two other party she came back and gave u another table mind you it wa and close at and the place wa almost empty so not so sure what the big deal wa we ordered the  chicken which wa mediocre at best and i had the assorted  which wa a let down the fish wa roughly cut the  rice wa warm and it really  a if no care wa taken in  it we also had some  shrimp and a coke the total bill came to just under not worth it in my opinion more
65496e562042bfa2da026dbb,highly rated french restaurant with an exceptionally high quality menu price are reasonable for the excellent quality and service tip are built into the price you see on the menu,highly rated  restaurant with an exceptionally high quality menu price are reasonable for the excellent quality and service tip are built into the price you see on the menu
